Name,Phone_Number,Category,Sub_Categories,Website,Rating,Review_Number,Working_Hours,Media,Place_Google_ID,Longitude,Latitude,District,City,Pics_Number,Logo,Description,Description_AR,Zip,Price_Range,Verified,Amenities,Full_Address,Order_Link,Reservation_Link,Average_Bill,Status,HudHud_Media,Google_Link,Store_Front,Is_Landmark
Coral Olaya Hotel,+966 11 465 5656,Hotel,Hotel,http://www.coralolayahotelriyadh.site/,3.5,1129.0,,[],ChIJO3qTE54ELz4RC2RTz7EMqdw,46.6937449,24.674017,Al Olaya,Riyadh,608.0,,"Warm quarters in a posh hotel featuring a restaurant & a fitness room, plus free parking & Wi-Fi.",,,,Claim this business,,"SA|Riyadh|MMFV+JF5, Abdulmalik Ibn Marwan|Al Olaya",,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJO3qTE54ELz4RC2RTz7EMqdw,[],
Lucky Cafe,+966 54 324 6739,Breakfast restaurant,Breakfast restaurant|Indian restaurant,https://www.facebook.com/pages/Lucky-Cafe-in-Olaya-Street/384283718323849,3.8,1118.0,1: 6 AM–11:30 PM|2: 6 AM–11:30 PM|3: 6 AM–11:30 PM|4: 6 AM–11:30 PM|5: 6 AM–11:30 PM|6: 6:30 AM–11:30 PM|7: 6 AM–11:30 PM,['https://lh5.googleusercontent.com/p/AF1QipPn7tN8__FLn75l8A3kbyemN39ZNgGDj0wQR-SR=w408-h544-k-no'],ChIJbee2s0IDLz4RnueJVrnveIM,46.6891245,24.6829077,Al Olaya,Riyadh,245.0,https://lh3.googleusercontent.com/-pjZy9pe7h8Q/AAAAAAAAAAI/AAAAAAAAAAA/s6iE4W2cy5M/s44-p-k-no-ns-nd/photo.jpg,,,12211.0,$,Claimed business,Dine-in|Takeout|No-contact delivery,"SA|12211|Riyadh|Olaya St, Al|Al Olaya",,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJbee2s0IDLz4RnueJVrnveIM,[],
Shoe Palace,+966 11 463 0121,Shoe store,Shoe store,,3.9,1113.0,1: 10 AM–11:30 PM|2: 10 AM–11:30 PM|3: 10 AM–11:30 PM|4: 10 AM–11:30 PM|5: 10 AM–11:30 PM|6: 4–11:30 PM|7: 10 AM–11:30 PM,[],ChIJk799Hs8GLz4RDYupLOyqJe4,46.6755358,24.713197,Al Olaya,Riyadh,662.0,,"Classy shoe store offering a wide variety of styles & brands for men & women, plus accessories.",,,,Claim this business,In-store shopping,"SA|12214|Riyadh|تقاطع العليا مع العروبه, Al Urubah Rd|Al Olaya",,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJk799Hs8GLz4RDYupLOyqJe4,[],
توماهوك TOMAHAWK,+966 59 024 9718,Restaurant,Restaurant,https://tomahawk.com.sa/,3.8,1087.0,1: 12 PM–1 AM|2: 12 PM–1 AM|3: 12 PM–1 AM|4: 12 PM–1 AM|5: 12 PM–2 AM|6: 12 PM–2 AM|7: 12 PM–1 AM,['https://lh5.googleusercontent.com/p/AF1QipNtqoh5nhiJ1b1IXrpiTCmG9w-VJXw6Svc0WALZ=w426-h240-k-no'],ChIJkVSpCOkDLz4Rx2G9LkQDWAQ,46.6777659,24.6942661,Al Olaya,Riyadh,1115.0,https://lh3.googleusercontent.com/-zRT1iouuCwg/AAAAAAAAAAI/AAAAAAAAAAA/LrRbYM2ce1s/s44-p-k-no-ns-nd/photo.jpg,,,12331.0,,Claimed business,Dine-in|Takeout|No-contact delivery,SA|Riyadh|Prince Muhammad Ibn Abd Al Aziz|Al Olaya,,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJkVSpCOkDLz4Rx2G9LkQDWAQ,[],
Body Masters Eltakhassusy Premium,+966 9200 00626,Gym,Gym,http://www.bodymastersksa.com/,4.1,1086.0,1: 3 PM–2:30 AM|2: 3 PM–2:30 AM|3: 3 PM–2:30 AM|4: 3 PM–2:30 AM|5: 3 PM–2:30 AM|6: 3 PM–2:30 AM|7: 3 PM–2:30 AM,['https://lh5.googleusercontent.com/p/AF1QipOFeRE493bBEx1Ynu9LVmJ2g_iUwSBvRBhMjjB8=w408-h306-k-no'],ChIJtT1woyUDLz4RF5S2TSOZw1w,46.6753075,24.6860207,Al Olaya,Riyadh,478.0,https://lh6.googleusercontent.com/-GbMC4ff3yu8/AAAAAAAAAAI/AAAAAAAAAAA/dT_Shze_kQ8/s44-p-k-no-ns-nd/photo.jpg,,,,,Claimed business,,SA|Riyadh|العليا،|Al Olaya,,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJtT1woyUDLz4RF5S2TSOZw1w,[],
Dima Dental Center مجمع ديمه لطب الأسنان‎,+966 9200 05196,Dentist,Dentist|Cosmetic dentist|Dental hygienist|Dental implants provider|Emergency dental service|Orthodontist|Pediatric dentist|Private hospital|Teeth whitening service,https://www.dimadental.com.sa/,4.3,1064.0,1: 9 AM–9:30 PM|2: 9 AM–9:30 PM|3: 9 AM–9:30 PM|4: 9 AM–9:30 PM|5: 9 AM–8 PM|6: Closed|7: 9 AM–9:30 PM,['https://lh5.googleusercontent.com/p/AF1QipOyU9gHU3SZwIF3Klcqy5zfiECBgZLqL5s4g1FL=w506-h240-k-no'],ChIJU1pvaDEDLz4RiJJmSYUiKtc,46.6755951,24.6923458,Al Olaya,Riyadh,184.0,https://lh6.googleusercontent.com/-7jywO01rVC4/AAAAAAAAAAI/AAAAAAAAAAA/IME_b_iDVAU/s44-p-k-no-ns-nd/photo.jpg,,,,,Claimed business,,"SA|Riyadh|3227 Branch Rd, 7950 Al Amir Muhammad Ibn Abdul Aziz|Al Olaya",https://www.dimadental.com.sa/%D8%AD%D8%AC%D8%B2-%D9%85%D9%88%D8%B9%D8%AF|https://wa.me/+966920005196,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJU1pvaDEDLz4RiJJmSYUiKtc,[],
Golden Dragon,+966 11 464 5136,Restaurant,Restaurant|Asian restaurant|Brunch restaurant|Buffet restaurant|Chinese noodle restaurant|Chinese restaurant|Fine dining restaurant|Salad shop|Sandwich shop|Seafood restaurant,,4.1,1052.0,1: 12 PM–1 AM|2: 12 PM–1 AM|3: 12 PM–1 AM|4: 12 PM–1 AM|5: 12 PM–1 AM|6: 12 PM–1 AM|7: 12 PM–1 AM,['https://lh5.googleusercontent.com/p/AF1QipPsfsTOh33_HmkhchkD5WIy91HU9XyXG354qE4A=w533-h240-k-no'],ChIJxYzUDEIDLz4R7YJ5puxdegA,46.689411,24.686331,Al Olaya,Riyadh,855.0,https://lh3.googleusercontent.com/-9KSCb7FrF9w/AAAAAAAAAAI/AAAAAAAAAAA/xmuucW3ARvc/s44-p-k-no-ns-nd/photo.jpg,,,,$$,Claimed business,Dine-in|Takeout|No-contact delivery,SA|Riyadh|2583 6705|Al Olaya,,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJxYzUDEIDLz4R7YJ5puxdegA,[],
أسواق حاجتي,+966 11 416 1023,Bakery,Bakery|Grocery store|Fruit and vegetable store,,4.1,1030.0,1: 5 AM–1 AM|2: 5 AM–1 AM|3: 5 AM–1 AM|4: 5 AM–1 AM|5: 5 AM–1 AM|6: 5 AM–1 AM|7: 5 AM–1 AM,[],ChIJzydd-2EDLz4R2QrdlD590b0,46.6937134,24.6761313,Al Olaya,Riyadh,142.0,,,,,,Claim this business,Delivery,"SA|11543|Riyadh|MMGV+FF4, شارع|Al Olaya",,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJzydd-2EDLz4R2QrdlD590b0,[],
الاستشاريون لطب العيون The Eye Consultants,+966 11 461 6161,Eye care center,Eye care center|Doctor,https://tec.med.sa/,3.9,1028.0,1: 9 AM–9 PM|2: 9 AM–9 PM|3: 9 AM–9 PM|4: 9 AM–9 PM|5: 9 AM–9 PM|6: Closed|7: 9 AM–9 PM,['https://lh5.googleusercontent.com/p/AF1QipN9NxfnvLO8KG9p8E5G6IlR9Lw-wPbocio3ROdf=w408-h486-k-no'],ChIJIauvSykdLz4RNdUR7c472UA,46.6645789,24.7071884,Al Olaya,Riyadh,170.0,https://lh4.googleusercontent.com/-t6q47WKLbKk/AAAAAAAAAAI/AAAAAAAAAAA/1zJFZpCbOxY/s44-p-k-no-ns-nd/photo.jpg,,,12333.0,,Claimed business,,SA|Riyadh|At Takhassusi Branch St|Al Olaya,https://tec.med.sa/appointment/,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJIauvSykdLz4RNdUR7c472UA,[],
ماما بنز كافيه | MammaBunz Cafe‏,+966 9200 23545,Cafe,Cafe,https://mammabunzcafe.com/,4.3,1028.0,1: Open 24 hours|2: Open 24 hours|3: Open 24 hours|4: Open 24 hours|5: Open 24 hours|6: Open 24 hours|7: Open 24 hours,['https://lh5.googleusercontent.com/p/AF1QipPhYNp2i5iD1rswRjAw2H7V6cIYqeSzLdgSD8bk=w408-h272-k-no'],ChIJV3ZcdTwDLz4R_VI2wsXoKwg,46.6874375,24.6975625,Al Olaya,Riyadh,909.0,https://lh3.googleusercontent.com/-YGu0zT_-6lA/AAAAAAAAAAI/AAAAAAAAAAA/M3N8ZkX2rMY/s44-p-k-no-ns-nd/photo.jpg,,,,$$,Claimed business,Dine-in|Takeout|No-contact delivery,"SA|12222|Riyadh|طريق الأمير محمد بن عبدالعزيز، العليا،، MMXP+2X Al Olaya, الرياض Prince Muhammad Bin Abdulaziz Rd|Al Olaya",,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJV3ZcdTwDLz4R_VI2wsXoKwg,[],
فندق ميلينيا العليا,+966 11 216 1152,Hotel,Hotel,https://millenniahotel.com/,3.7,1018.0,,['https://lh3.googleusercontent.com/gps-proxy/ALd4DhEqDSu7HhptV4kvW0KiDFxMB1j2rEnkG4Kj-8dRu62PQmJtArc7NZHO5_7kU5xN366mBs2HiuiIuKFMW7Uob_PMoQLhX840OFL3GS0vMJQfX_yoet4znS_0ldqUR6rwAsgUv6Q84h-lEX9ERtVfGr22ElnwFYHfLBIZAM2f9Zw88r7xdanD7Asaew=w408-h271-k-no'],ChIJSQlhuSkDLz4RMuenNVlCge4,46.6770079,24.7059844,Al Olaya,Riyadh,984.0,https://lh6.googleusercontent.com/-jOIt3X0u5Vo/AAAAAAAAAAI/AAAAAAAAAAA/iR6gOzi9ILM/s44-p-k-no-ns-nd/photo.jpg,"Casual rooms in an unpretentious hotel offering a restaurant, a fitness center & an indoor pool.",,12214.0,,Claimed business,,SA|12214|Riyadh|Al Awsat Valley St|Al Olaya,,,SAR 547.50,open,,https://www.google.com/maps/place/?q=place_id:ChIJSQlhuSkDLz4RMuenNVlCge4,[],
BAOZI,,Restaurant,Restaurant,,4.0,1018.0,1: 1 PM–3 AM|2: 1 PM–3 AM|3: 1 PM–3 AM|4: 1 PM–3 AM|5: 1 PM–3 AM|6: 1 PM–3 AM|7: 1 PM–3 AM,['https://lh5.googleusercontent.com/p/AF1QipNlsEOgbd3twapgxG0L8nOmIeQGxJT-Eka1aBzw=w408-h725-k-no'],ChIJKdaDtHkDLz4RBfuZdlHvQZc,46.6713295,24.7113502,Al Olaya,Riyadh,1262.0,https://lh6.googleusercontent.com/-PH5ixJckk6c/AAAAAAAAAAI/AAAAAAAAAAA/JdCHfKT6io8/s44-p-k-no-ns-nd/photo.jpg,,,12333.0,,Claimed business,Dine-in|Takeout|No-contact delivery,SA|Riyadh|8592 alouroba st|Al Olaya,,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJKdaDtHkDLz4RBfuZdlHvQZc,[],
جست تشل Just chill,+966 54 606 9709,Restaurant,Restaurant|Chicken restaurant|Indian restaurant,https://justchillsa.com/,3.6,1015.0,1: 12 PM–3 AM|2: 12 PM–3 AM|3: 12 PM–3 AM|4: 12 PM–3 AM|5: 12 PM–3 AM|6: 12 PM–3 AM|7: 12 PM–3 AM,['https://lh5.googleusercontent.com/p/AF1QipOdM-jvn4o5VsJW8KseF712CyvDyFpT00_fc32T=w408-h544-k-no'],ChIJ7SsxrRYDLz4R2kn55xhnQms,46.6742241,24.7005201,Al Olaya,Riyadh,387.0,https://lh3.googleusercontent.com/-as7XDO_LqWU/AAAAAAAAAAI/AAAAAAAAAAA/q4QxqZ8aXXQ/s44-p-k-no-ns-nd/photo.jpg,,,12331.0,,Claimed business,Dine-in|Takeout|No-contact delivery,SA|12331|Riyadh|Musa Ibn Nusair St|Al Olaya,,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJ7SsxrRYDLz4R2kn55xhnQms,[],
Fiestahan Asian & Pinoy Cuisine - Sulaymaniyah,+966 50 765 9774,Restaurant,Restaurant|Filipino restaurant,https://fiestahanasiancuisine.my.taker.io/,4.5,1014.0,1: 12–11:30 PM|2: 12–11:30 PM|3: 12–11:30 PM|4: 12–11:30 PM|5: 12–11:30 PM|6: 12–11:30 PM|7: 12–11:30 PM,['https://lh5.googleusercontent.com/p/AF1QipPjgCFYKHjSzkWhnVsyM7oGyVisvDs5Ky31wmTW=w408-h306-k-no'],ChIJaVsEGiIDLz4Rx0vCmtxqDaM,46.6886895,24.7061896,Al Olaya,Riyadh,892.0,https://lh3.googleusercontent.com/-C6r4QvmVlVs/AAAAAAAAAAI/AAAAAAAAAAA/l__31TtiZxA/s44-p-k-no-ns-nd/photo.jpg,,,12241.0,$$,Claimed business,Dine-in|Curbside pickup|No-contact delivery,SA|12241|Riyadh|3333 Musa Bin Naseer|Al Olaya,,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJaVsEGiIDLz4Rx0vCmtxqDaM,[],
Munch Bakery,+966 9200 15010,Bakery,Bakery|Cake shop|Dessert shop,http://www.munchbakery.com/,4.1,1012.0,1: 10 AM–11 PM|2: 10 AM–11 PM|3: 10 AM–11 PM|4: 10 AM–11 PM|5: 10 AM–11:30 PM|6: 2–11:30 PM|7: 10 AM–11 PM,['https://lh5.googleusercontent.com/p/AF1QipNpzROKfaqG77tUUJpNs8gdK4p19_dWHPCY8caq=w426-h240-k-no'],ChIJn51lphcDLz4RcpXFAAA_c5g,46.6919376,24.7009354,Al Olaya,Riyadh,883.0,https://lh6.googleusercontent.com/-prk0ROQtot8/AAAAAAAAAAI/AAAAAAAAAAA/iUmB3_AQlas/s44-p-k-no-ns-nd/photo.jpg,,,12241.0,$$$,Claimed business,Curbside pickup|No-contact delivery,"SA|Riyadh|Prince Sultan Bin Abdulaziz Rd, Al Olaya|Al Olaya",,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJn51lphcDLz4RcpXFAAA_c5g,[],
Fitness First Localizer Mall,+966 11 217 9676,Gym,Gym,https://ksa.fitnessfirstme.com/clubs/riyad/localizer-mall-mens-club-riyadh,3.8,988.0,1: 7 AM–3 AM|2: 7 AM–3 AM|3: 7 AM–3 AM|4: 7 AM–3 AM|5: 7 AM–3 AM|6: 1 PM–3 AM|7: 7 AM–3 AM,['https://lh5.googleusercontent.com/p/AF1QipPI8XD1dHmNgmJKdsLxg_bnU20c1FRSoNp-y5WP=w408-h306-k-no'],ChIJueI_ZBYDLz4Rx4rrVcta4ZY,46.6917409,24.6990262,Al Olaya,Riyadh,347.0,https://lh5.googleusercontent.com/-ng0c7V7kGnQ/AAAAAAAAAAI/AAAAAAAAAAA/PRpY0judNL0/s44-p-k-no-ns-nd/photo.jpg,,,12222.0,,Claimed business,,SA|12222|Riyadh|Prince Muhammad Ibn Abd Al Aziz|Al Olaya,,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJueI_ZBYDLz4Rx4rrVcta4ZY,[],
Al Hussain Toys,+966 58 251 3701,Toy store,Toy store|Game store,http://www.alhussaintoys.net/,3.9,981.0,1: 10 AM–11:30 PM|2: 10 AM–11:30 PM|3: 10 AM–11:30 PM|4: 10 AM–11:30 PM|5: 10 AM–11:30 PM|6: 4–11:30 PM|7: 10 AM–11:30 PM,['https://lh5.googleusercontent.com/p/AF1QipPIUg8ddP9RgNveTio2CvGA2wlwFi9t_JwJhU7F=w408-h725-k-no'],ChIJ4Yjr0VwDLz4ReATfOPuOj4Q,46.6868459,24.6818433,Al Olaya,Riyadh,295.0,https://lh6.googleusercontent.com/-nsLIBBa1F8k/AAAAAAAAAAI/AAAAAAAAAAA/Wp79IVRXXW0/s44-p-k-no-ns-nd/photo.jpg,,,12311.0,,Claimed business,In-store shopping,SA|12311|Riyadh|6746 King Fahd Rd|Al Olaya,,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJ4Yjr0VwDLz4ReATfOPuOj4Q,[],
إقلاع للسفر والسياحة,+966 9200 06778,Travel agency,Travel agency|Airline ticket agency|Tour agency,https://eqlaa.net/,4.5,965.0,1: 10 AM–9 PM|2: 10 AM–9 PM|3: 10 AM–9 PM|4: 10 AM–9 PM|5: 10 AM–7 PM|6: Closed|7: 10 AM–9 PM,['https://lh5.googleusercontent.com/p/AF1QipP4msqkJnijjlk5yav9WH0Ai3oktfAoaChVK0Rl=w408-h725-k-no'],ChIJabeWt1sDLz4RAyxVbszAwZs,46.6894135,24.683652,Al Olaya,Riyadh,451.0,https://lh3.googleusercontent.com/-dG5US3UCJnc/AAAAAAAAAAI/AAAAAAAAAAA/fBGRu0RjF0I/s44-p-k-no-ns-nd/photo.jpg,,,12211.0,,Claimed business,,SA|Riyadh|Olaya St|Al Olaya,,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJabeWt1sDLz4RAyxVbszAwZs,[],
"Operation Falafel, Tahlia Street",+966 11 411 1636,Middle Eastern restaurant,Middle Eastern restaurant,,4.7,964.0,1: 6 AM–2 AM|2: 6 AM–2 AM|3: 6 AM–2 AM|4: 6 AM–2 AM|5: 6 AM–5:59 AM|6: 6 AM–5:59 AM|7: 6 AM–2 AM,['https://lh5.googleusercontent.com/p/AF1QipMm4RvIg4fKulwC-0dCfn6B3ghkPrYr2OjcoEi3=w408-h544-k-no'],ChIJ4xI-X-cDLz4RC_lr-5HlROY,46.6890282,24.6990753,Al Olaya,Riyadh,332.0,https://lh3.googleusercontent.com/-M4Jz5tifkTg/AAAAAAAAAAI/AAAAAAAAAAA/tmv7mAWyYiY/s44-p-k-no-ns-nd/photo.jpg,,,,$$,Claimed business,Dine-in|Takeout|No-contact delivery,"SA|Riyadh|Tahlia St, Prince Muhammad Ibn Abd Al Aziz|Al Olaya",,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJ4xI-X-cDLz4RC_lr-5HlROY,[],
Hekayat Bahr,,Seafood restaurant,Seafood restaurant,,4.3,955.0,1: 4 PM–4 AM|2: 4:30 PM–4 AM|3: 4 PM–4 AM|4: 4 PM–4 AM|5: 4 PM–4 AM|6: 4 PM–4 AM|7: 4 PM–4 AM,['https://lh5.googleusercontent.com/p/AF1QipPMcvr4mZzEWa5qmSA7MyLlNPqVTKp9vWj_ZVHL=w408-h544-k-no'],ChIJbRL2SmUDLz4Rsr_m-TP45iI,46.6911869,24.6999278,Al Olaya,Riyadh,787.0,https://lh4.googleusercontent.com/-6d-1NCN7ZVI/AAAAAAAAAAI/AAAAAAAAAAA/6c_0YBF-A5s/s44-p-k-no-ns-nd/photo.jpg,,,,,Claimed business,Dine-in|Curbside pickup|No-contact delivery,"SA|12241|Riyadh|6438 Louloua, 6438، Al Ulaya 3603|Al Olaya",,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJbRL2SmUDLz4Rsr_m-TP45iI,[],
Arabian Shield Cooperative Insurance Company,+966 800 124 7247,Insurance company,Insurance company,https://www.der3.com/,3.2,954.0,1: 8 AM–4 PM|2: 8 AM–4 PM|3: 8 AM–4 PM|4: 8 AM–4 PM|5: 8 AM–4 PM|6: Closed|7: Closed,['https://lh5.googleusercontent.com/p/AF1QipPmM0Ne_GksoYewzVNu-EIF54MTyTKpWsN-fILU=w517-h240-k-no'],ChIJMZ_VCyUDLz4RpYh14h2bEQs,46.681535,24.7023,Al Olaya,Riyadh,29.0,https://lh5.googleusercontent.com/-3vVwIDe9MQ8/AAAAAAAAAAI/AAAAAAAAAAA/yGD7gRUksQU/s44-p-k-no-ns-nd/photo.jpg,,,,,Claimed business,,"SA|12241|Riyadh|Olaya Street, Al Olaya, 3rd floor Cercon Building|Al Olaya",,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJMZ_VCyUDLz4RpYh14h2bEQs,[],
Subway,+966 11 211 2723,Sandwich shop,Sandwich shop,http://www.subwayarabia.com/,4.1,947.0,1: 8:30 AM–12 AM|2: 8:30 AM–12 AM|3: 8:30 AM–12 AM|4: 8:30 AM–12 AM|5: 8:30 AM–12 AM|6: 1 PM–12 AM|7: 8:30 AM–12 AM,['https://lh5.googleusercontent.com/p/AF1QipO4TbafLnabsQcpQFIgwqouD4N7iIMfJ8HlFtl2=w408-h306-k-no'],ChIJLXfe3NMCLz4RJ26CQfPU7Rg,46.6749243,24.7114933,Al Olaya,Riyadh,80.0,https://lh5.googleusercontent.com/-g7GDIdeUZDI/AAAAAAAAAAI/AAAAAAAAAAA/ava5bNJRcS0/s44-p-k-no-ns-nd/photo.jpg,"Casual counter-serve chain for build-your-own sandwiches & salads, with health-conscious options.",,,$$,Claimed business,Dine-in|Takeout|No-contact delivery,"SA|Riyadh|Al-Orouba Rd, Kingdom Tower, Food Court,Al Olaya District Block # 2239|Al Olaya",,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJLXfe3NMCLz4RJ26CQfPU7Rg,[],
AANI & DANI - Orubah,+966 55 016 9988,Chocolate shop,Chocolate shop,http://www.aani-dani.com/,4.3,944.0,1: 9 AM–12 AM|2: 9 AM–12 AM|3: 9 AM–12 AM|4: 9 AM–12 AM|5: 9 AM–12 AM|6: 9 AM–12 AM|7: 9 AM–12 AM,['https://lh5.googleusercontent.com/p/AF1QipPXyyc1lXrGNYKHCfsMHuhE-5TKXo2wQRghp9GZ=w408-h544-k-no'],ChIJVVmMfAbjLj4ReXiIKlB6Hp8,46.668366,24.710057,Al Olaya,Riyadh,401.0,https://lh5.googleusercontent.com/-Ofx_rJa_0oQ/AAAAAAAAAAI/AAAAAAAAAAA/xa29FBKLmTM/s44-p-k-no-ns-nd/photo.jpg,,,12333.0,,Claimed business,Takeout|No-contact delivery|Dine-in,SA|Riyadh|Al Urubah Branch Rd|Al Olaya,,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJVVmMfAbjLj4ReXiIKlB6Hp8,[],
The Globe ذا غلوب,+966 11 273 2005,European restaurant,European restaurant|Fine dining restaurant,https://www.mandarinoriental.com/en/riyadh/olaya/dine/the-globe?src=loc.local_listing.moryd.yxt,4.0,944.0,"1: 7–11:30 PM|2: 7–11:30 PM|3: 7–11:30 PM|4: 7–11:30 PM|5: 7–11:30 PM|6: 3–6 PM, 8–11:30 PM|7: 3–6 PM, 8–11:30 PM",['https://lh5.googleusercontent.com/p/AF1QipOlLjR7UVxSw2tW4fnJuz6m14ZVaO9p27bUY3_m=w408-h408-k-no'],ChIJdWsISkcDLz4Ry-uppxf-PYY,46.6851121,24.6898068,Al Olaya,Riyadh,1781.0,https://lh5.googleusercontent.com/-G2qywZZlkv4/AAAAAAAAAAI/AAAAAAAAAAA/EF_drGia-qU/s44-p-k-no-ns-nd/photo.jpg,Modern European dining in a posh glass-enclosed venue with a cocktail lounge & panoramic city views.,,,$$$$,Claimed business,Dine-in|Takeout|No-contact delivery,SA|11491|Riyadh|King Fahd Rd|Al Olaya,https://www.sevenrooms.com/reservations/thegloberestaurantmoryd,sevenrooms.com,,open,,https://www.google.com/maps/place/?q=place_id:ChIJdWsISkcDLz4Ry-uppxf-PYY,[],
Simple Hair Salon,+966 56 089 6473,Beauty salon,Beauty salon,,4.1,943.0,1: Closed|2: 11 AM–10 PM|3: 11 AM–10 PM|4: 11 AM–10 PM|5: 11 AM–10 PM|6: 11 AM–10 PM|7: 11 AM–10 PM,['https://lh5.googleusercontent.com/p/AF1QipO8s46Vmckm5N8nZmPD-zrlm9x_sgjFx5__KWlU=w408-h306-k-no'],ChIJDb0b3iUDLz4Rd4IF66xM7bc,46.6824998,24.7040737,Al Olaya,Riyadh,85.0,https://lh3.googleusercontent.com/-8QGOlPX7Uzc/AAAAAAAAAAI/AAAAAAAAAAA/bYZ_dHqgx94/s44-p-k-no-ns-nd/photo.jpg,,,,,Claimed business,,SA|12241|Riyadh|شارع موسى بن نصير، حي العليا،|Al Olaya,,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJDb0b3iUDLz4Rd4IF66xM7bc,[],
Elite Cafe,+966 55 902 8240,Cafe,Cafe,,3.9,939.0,1: 6:30 AM–1 AM|2: 6:30 AM–1 AM|3: 6:30 AM–1 AM|4: 6:30 AM–1 AM|5: 6:30 AM–1 AM|6: 10 AM–1 AM|7: 8 AM–1 AM,['https://lh5.googleusercontent.com/p/AF1QipNGpLRpvbofjEmGHphhHYaU3FKwMKSlhacEZrYE=w408-h408-k-no'],ChIJzZkXV0EDLz4Rzmys_3rSRO0,46.6852464,24.6863469,Al Olaya,Riyadh,901.0,https://lh5.googleusercontent.com/-xFBh8bcfDYw/AAAAAAAAAAI/AAAAAAAAAAA/hOK2XGBy_P0/s44-p-k-no-ns-nd/photo.jpg,,,,$$,Claimed business,Dine-in|Takeout|No-contact delivery,"SA|Riyadh|بجانب مكتبة الملك فهد الوطنية قبل, Al Faisaliyah Center، طريق الملك فهد الفرعي ابراج التعاونية|Al Olaya",,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJzZkXV0EDLz4Rzmys_3rSRO0,[],
Awani,+966 11 512 4364,Middle Eastern restaurant,Middle Eastern restaurant,https://awani.ae/,4.7,929.0,1: 8 AM–1 AM|2: 8 AM–1 AM|3: 8 AM–1 AM|4: 8 AM–1 AM|5: 8 AM–1 AM|6: 8 AM–3 AM|7: 8 AM–3 AM,['https://lh5.googleusercontent.com/p/AF1QipPKzS6QkmV0o51rgjAawZIBZjxzSo1BVu2Wk1fk=w408-h272-k-no'],ChIJ-2BmUoMDLz4RBDWmNRWpfvE,46.6872439,24.6982946,Al Olaya,Riyadh,274.0,https://lh6.googleusercontent.com/-_srrCVXlyrc/AAAAAAAAAAI/AAAAAAAAAAA/Y9ZpMQ9Qut8/s44-p-k-no-ns-nd/photo.jpg,,,12241.0,,Claimed business,Dine-in|Takeout|No-contact delivery,SA|Riyadh|Prince Muhammad Ibn Abd Al Aziz|Al Olaya,,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJ-2BmUoMDLz4RBDWmNRWpfvE,[],
BinRushd Ophthalmic Center,+966 9200 00181,Ophthalmology clinic,Ophthalmology clinic|Eye care center|Ophthalmologist,https://www.binrushd.net/,3.6,928.0,1: 9 AM–9 PM|2: 9 AM–9 PM|3: 9 AM–9 PM|4: 9 AM–9 PM|5: 9 AM–2:30 PM|6: Closed|7: 10 AM–6 PM,['https://lh5.googleusercontent.com/p/AF1QipP1iUHjNVyugJdCt6humhyj9vyZXNNmEoxDsFoU=w493-h240-k-no'],ChIJj15WI2ADLz4RnmE67E2eGxo,46.6847587,24.6856862,Al Olaya,Riyadh,284.0,https://lh6.googleusercontent.com/-fP5IbJwvvXs/AAAAAAAAAAI/AAAAAAAAAAA/r5rDTYZ_XeQ/s44-p-k-no-ns-nd/photo.jpg,,,12311.0,,Claimed business,,SA|Riyadh|King Fahd Rd|Al Olaya,https://www.binrushd.net/appointment/,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJj15WI2ADLz4RnmE67E2eGxo,[],
